ISSN,DOI,authors,year,title,journal,URL,citations,impact_factor_rank,category,year_for_citations_by_year,citations_per_year,more_than_20_citations_per_year,more_than_25_citations_per_year,more_than_30_citations_per_year
1350-6285,10.1080/13506285.2020.1848949,Luck; Gaspelin; Folk; Remington; Theeuwes,2021,Progress toward resolving the attentional capture debate,Visual Cognition,https://doi.org/10.1080/13506285.2020.1848949,232,468,"PSYCHOLOGY, EXPERIMENTAL",2021,58,TRUE,TRUE,TRUE
2515-2459,10.1177/2515245920952393,Flake; Fried,2020,Measurement Schmeasurement: Questionable Measurement Practices and How to Avoid Them,Advances in Methods and Practices in Psychological Science,https://doi.org/10.1177/2515245920952393,369,3,PSYCHOLOGY,2020,73.8,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2020.568331,Stevens; Baldwin; Bryan; Conner; Rhodes; Williams,2020,Affective Determinants of Physical Activity: A Conceptual Framework and Narrative Review,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2020.568331,104,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,20.8,TRUE,FALSE,FALSE
2578-1863,10.1002/hbe2.237,Mbunge; Akinnuwesi; Fashoto; Metfula; Mashwama,2021,"A critical review of emerging technologies for tackling
            <scp>COVID</scp>
            ‐19 pandemic",Human Behavior and Emerging Technologies,https://doi.org/10.1002/hbe2.237,137,61,"PSYCHOLOGY, MULTIDISCIPLINARY",2021,34.25,TRUE,TRUE,TRUE
0736-7236,10.1521/jscp.2020.39.8.708,Lisitsa; Benjamin; Chun; Skalisky; Hammond; Mezulis,2020,LONELINESS AMONG YOUNG ADULTS DURING COVID-19 PANDEMIC: THE MEDIATIONAL ROLES OF SOCIAL MEDIA USE AND SOCIAL SUPPORT SEEKING,Journal of Social and Clinical Psychology,https://doi.org/10.1521/jscp.2020.39.8.708,107,624,"PSYCHOLOGY, CLINICAL",2020,21.4,TRUE,FALSE,FALSE
1557-1874,10.1007/s11469-020-00422-w,Melodia; Canale; Griffiths,2022,The Role of Avoidance Coping and Escape Motives in Problematic Online Gaming: A Systematic Literature Review,International Journal of Mental Health and Addiction,https://doi.org/10.1007/s11469-020-00422-w,106,131,"PSYCHOLOGY, CLINICAL",2022,35.33,TRUE,TRUE,TRUE
1750-8592,10.1111/cdep.12393,Diemer; Pinedo; Bañales; Mathews; Frisby; Harris; McAlister,2021,Recentering Action in Critical Consciousness,Child Development Perspectives,https://doi.org/10.1111/cdep.12393,84,39,"PSYCHOLOGY, DEVELOPMENTAL",2021,21,TRUE,FALSE,FALSE
2515-2459,10.1177/2515245920928009,Mowinckel; Vidal-Piñeiro,2020,Visualization of Brain Statistics With R Packages <i>ggseg</i> and <i>ggseg3d</i>,Advances in Methods and Practices in Psychological Science,https://doi.org/10.1177/2515245920928009,191,3,PSYCHOLOGY,2020,38.2,TRUE,TRUE,TRUE
0033-2917,10.1017/s0033291720004584,Kinoshita; Cortright; Crawford; Mizuno; Yoshida; Hilty; Guinart; Torous; Correll; Castle; Rocha; Yang; Xiang; Kølbæk; Dines; ElShami; Jain; Kallivayalil; Solmi; Favaro; Veronese; Seedat; Shin; Salazar de Pablo; Chang; Su; Karas; Kane; Yellowlees; Kishimoto,2022,Changes in telepsychiatry regulations during the COVID-19 pandemic: 17 countries and regions' approaches to an evolving healthcare landscape,Psychological Medicine,https://doi.org/10.1017/s0033291720004584,71,26,PSYCHOLOGY,2022,23.67,TRUE,FALSE,FALSE
0149-2063,10.1177/0149206320969791,Rietveld; Schilling,2021,Platform Competition: A Systematic and Interdisciplinary Review of the Literature,Journal of Management,https://doi.org/10.1177/0149206320969791,213,9,"PSYCHOLOGY, APPLIED",2021,53.25,TRUE,TRUE,TRUE
0018-7208,10.1177/0018720820969071,Zhang; Yang; Liang; Pitts; Prakah-Asante; Curry; Duerstock; Wachs; Yu,2023,Physiological Measurements of Situation Awareness: A Systematic Review,Human Factors: The Journal of the Human Factors and Ergonomics Society,https://doi.org/10.1177/0018720820969071,90,186,PSYCHOLOGY,2023,45,TRUE,TRUE,TRUE
2398-063X,10.1017/bpp.2020.50,CHRISTENSEN; MOYNIHAN,2024,Motivated reasoning and policy information: politicians are more resistant to debiasing interventions than the general public,Behavioural Public Policy,https://doi.org/10.1017/bpp.2020.50,33,40,"PSYCHOLOGY, APPLIED",2024,33,TRUE,TRUE,TRUE
2578-1863,10.1002/hbe2.229,Dontre,2021,The influence of technology on academic distraction: A review,Human Behavior and Emerging Technologies,https://doi.org/10.1002/hbe2.229,96,61,"PSYCHOLOGY, MULTIDISCIPLINARY",2021,24,TRUE,FALSE,FALSE
0191-8869,10.1016/j.paid.2020.110546,Rozgonjuk; Sindermann; Elhai; Montag,2021,"Individual differences in Fear of Missing Out (FoMO): Age, gender, and the Big Five personality trait domains, facets, and items",Personality and Individual Differences,https://doi.org/10.1016/j.paid.2020.110546,85,105,"PSYCHOLOGY, SOCIAL",2021,21.25,TRUE,FALSE,FALSE
1664-1078,10.3389/fpsyg.2020.617001,Yan; Ding; Guo,2020,Mental Health of Pregnant and Postpartum Women During the Coronavirus Disease 2019 Pandemic: A Systematic Review and Meta-Analysis,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2020.617001,171,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,34.2,TRUE,TRUE,TRUE
0020-7594,10.1002/ijop.12728,Tomasik; Helbling; Moser,2021,Educational gains of<scp>in‐person</scp>vs. distance learning in primary and secondary schools: A natural experiment during the<scp>COVID</scp>‐19 pandemic school closures in Switzerland,International Journal of Psychology,https://doi.org/10.1002/ijop.12728,193,128,"PSYCHOLOGY, MULTIDISCIPLINARY",2021,48.25,TRUE,TRUE,TRUE
1094-4281,10.1177/1094428120968614,Rönkkö; Cho,2022,An Updated Guideline for Assessing Discriminant Validity,Organizational Research Methods,https://doi.org/10.1177/1094428120968614,508,13,"PSYCHOLOGY, APPLIED",2022,169.33,TRUE,TRUE,TRUE
1094-4281,10.1177/1094428120971683,Hickman; Thapa; Tay; Cao; Srinivasan,2022,Text Preprocessing for Text Mining in Organizational Research: Review and Recommendations,Organizational Research Methods,https://doi.org/10.1177/1094428120971683,163,13,"PSYCHOLOGY, APPLIED",2022,54.33,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-020-01012-5,Druckman; Klar; Krupnikov; Levendusky; Ryan,2020,"Affective polarization, local contexts and public opinion in America",Nature Human Behaviour,https://doi.org/10.1038/s41562-020-01012-5,249,1,"PSYCHOLOGY, EXPERIMENTAL",2020,49.8,TRUE,TRUE,TRUE
1091-4269,10.1002/da.23113,Saha; Lim; Cannon; Burton; Bremner; Cosgrove; Huo; McGrath,2021,Co‐morbidity between mood and anxiety disorders: A systematic review and meta‐analysis,Depression and Anxiety,https://doi.org/10.1002/da.23113,101,50,PSYCHOLOGY,2021,25.25,TRUE,TRUE,FALSE
1664-1078,10.3389/fpsyg.2020.597624,Çelmeçe; Menekay,2020,"The Effect of Stress, Anxiety and Burnout Levels of Healthcare Professionals Caring for COVID-19 Patients on Their Quality of Life",Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2020.597624,101,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,20.2,TRUE,FALSE,FALSE
0014-7370,10.1111/famp.12618,Szkody; Stearns; Stanhope; McKinney,2021,Stress‐Buffering Role of Social Support during COVID‐19,Family Process,https://doi.org/10.1111/famp.12618,207,226,"PSYCHOLOGY, CLINICAL",2021,51.75,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2020.106633,Bastick,2021,Would you notice if fake news changed your behavior? An experiment on the unconscious effects of disinformation,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2020.106633,112,12,"PSYCHOLOGY, EXPERIMENTAL",2021,28,TRUE,TRUE,FALSE
1557-1874,10.1007/s11469-020-00419-5,Saricali; Satici; Satici; Gocet-Tekin; Griffiths,2022,"Fear of COVID-19, Mindfulness, Humor, and Hopelessness: A Multiple Mediation Analysis",International Journal of Mental Health and Addiction,https://doi.org/10.1007/s11469-020-00419-5,82,131,"PSYCHOLOGY, CLINICAL",2022,27.33,TRUE,TRUE,FALSE
1664-1078,10.3389/fpsyg.2020.566773,Iorfa; Ottu; Oguntayo; Ayandele; Kolawole; Gandi; Dangiwa; Olapegba,2020,"COVID-19 Knowledge, Risk Perception, and Precautionary Behavior Among Nigerians: A Moderated Mediation Approach",Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2020.566773,104,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,20.8,TRUE,FALSE,FALSE
0149-2063,10.1177/0149206320969787,Aguinis; Villamor; Ramani,2021,MTurk Research: Review and Recommendations,Journal of Management,https://doi.org/10.1177/0149206320969787,521,9,"PSYCHOLOGY, APPLIED",2021,130.25,TRUE,TRUE,TRUE
1362-3613,10.1177/1362361320971107,van ’t Hof; Tisseur; van Berckelear-Onnes; van Nieuwenhuyzen; Daniels; Deen; Hoek; Ester,2021,Age at autism spectrum disorder diagnosis: A systematic review and meta-analysis from 2012 to 2019,Autism,https://doi.org/10.1177/1362361320971107,262,37,"PSYCHOLOGY, DEVELOPMENTAL",2021,65.5,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2020.582436,Xiang; Tan; Sun; Yang; Zhao; Liu; Hou; Hu,2020,Relationship of Physical Activity With Anxiety and Depression Symptoms in Chinese College Students During the COVID-19 Outbreak,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2020.582436,124,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,24.8,TRUE,FALSE,FALSE
0747-5632,10.1016/j.chb.2020.106627,Shumanov; Johnson,2021,Making conversations with chatbots more personalized,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2020.106627,166,12,"PSYCHOLOGY, EXPERIMENTAL",2021,41.5,TRUE,TRUE,TRUE
1018-8827,10.1007/s00787-020-01680-8,Tso; Wong; Tung; Rao; Fu; Yam; Chua; Chen; Lee; Chan; Wong; Xiong; Chui; Li; Wong; Leung; Tsang; Chan; Tam; Chan; Kwan; Ho; Chow; Wong; lp,2022,Vulnerability and resilience in children during the COVID-19 pandemic,European Child &amp; Adolescent Psychiatry,https://doi.org/10.1007/s00787-020-01680-8,163,24,"PSYCHOLOGY, DEVELOPMENTAL",2022,54.33,TRUE,TRUE,TRUE
1046-1310,10.1007/s12144-020-01177-2,Yıldırım; Arslan,2022,"Exploring the associations between resilience, dispositional hope, preventive behaviours, subjective well-being, and psychological health among adults during early stage of COVID-19",Current Psychology,https://doi.org/10.1007/s12144-020-01177-2,131,250,"PSYCHOLOGY, MULTIDISCIPLINARY",2022,43.67,TRUE,TRUE,TRUE
1046-1310,10.1007/s12144-020-01191-4,Yue; Zang; Le; An,2022,"Anxiety, depression and PTSD among children and their parent during 2019 novel coronavirus disease (COVID-19) outbreak in China",Current Psychology,https://doi.org/10.1007/s12144-020-01191-4,80,250,"PSYCHOLOGY, MULTIDISCIPLINARY",2022,26.67,TRUE,TRUE,FALSE
1697-2600,10.1016/j.ijchp.2020.08.002,Zager Kocjan; Kavčič; Avsec,2021,Resilience matters: Explaining the association between personality and psychological functioning during the COVID-19 pandemic,International Journal of Clinical and Health Psychology,https://doi.org/10.1016/j.ijchp.2020.08.002,111,31,"PSYCHOLOGY, CLINICAL",2021,27.75,TRUE,TRUE,FALSE
0165-0254,10.1177/0165025420971048,Hawkley; Buecker; Kaiser; Luhmann,2022,Loneliness from young adulthood to old age: Explaining age differences in loneliness,International Journal of Behavioral Development,https://doi.org/10.1177/0165025420971048,131,269,"PSYCHOLOGY, DEVELOPMENTAL",2022,43.67,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-020-00965-x,Kocevska; Lysen; Dotinga; Koopman-Verhoeff; Luijk; Antypa; Biermasz; Blokstra; Brug; Burk; Comijs; Corpeleijn; Dashti; de Bruin; de Graaf; Derks; Dewald-Kaufmann; Elders; Gemke; Grievink; Hale; Hartman; Heijnen; Huisman; Huss; Ikram; Jones; Velderman; Koning; Meijer; Meijer; Noordam; Oldehinkel; Groeniger; Penninx; Picavet; Pieters; Reijneveld; Reitz; Renders; Rodenburg; Rutters; Smith; Singh; Snijder; Stronks; ten Have; Twisk; Van de Mheen; van der Ende; van der Heijden; van der Velden; van Lenthe; van Litsenburg; van Oostrom; van Schalkwijk; Sheehan; Verheij; Verhulst; Vermeulen; Vermeulen; Verschuren; Vrijkotte; Wijga; Willemen; ter Wolbeek; Wood; Xerxa; Bramer; Franco; Luik; Van Someren; Tiemeier,2020,"Sleep characteristics across the lifespan in 1.1 million people from the Netherlands, United Kingdom and United States: a systematic review and meta-analysis",Nature Human Behaviour,https://doi.org/10.1038/s41562-020-00965-x,256,1,"PSYCHOLOGY, EXPERIMENTAL",2020,51.2,TRUE,TRUE,TRUE
1557-1874,10.1007/s11469-020-00424-8,Yıldırım; Arslan; Özaslan,2022,Perceived Risk and Mental Health Problems among Healthcare Professionals during COVID-19 Pandemic: Exploring the Mediating Effects of Resilience and Coronavirus Fear,International Journal of Mental Health and Addiction,https://doi.org/10.1007/s11469-020-00424-8,105,131,"PSYCHOLOGY, CLINICAL",2022,35,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-020-01009-0,Haug; Geyrhofer; Londei; Dervic; Desvars-Larrive; Loreto; Pinior; Thurner; Klimek,2020,Ranking the effectiveness of worldwide COVID-19 government interventions,Nature Human Behaviour,https://doi.org/10.1038/s41562-020-01009-0,1063,1,"PSYCHOLOGY, EXPERIMENTAL",2020,212.6,TRUE,TRUE,TRUE
1046-1310,10.1007/s12144-020-01195-0,Silva; de Sampaio Brito; Pereira,2022,COVID-19 anxiety scale (CAS): Development and psychometric properties,Current Psychology,https://doi.org/10.1007/s12144-020-01195-0,74,250,"PSYCHOLOGY, MULTIDISCIPLINARY",2022,24.67,TRUE,FALSE,FALSE
0033-2917,10.1017/s0033291720004432,Daly; Sutin; Robinson,2022,Longitudinal changes in mental health and the COVID-19 pandemic: evidence from the UK Household Longitudinal Study,Psychological Medicine,https://doi.org/10.1017/s0033291720004432,338,26,PSYCHOLOGY,2022,112.67,TRUE,TRUE,TRUE
2152-2715,10.1089/cyber.2020.0478,Cauberghe; Van Wesenbeeck; De Jans; Hudders; Ponnet,2021,How Adolescents Use Social Media to Cope with Feelings of Loneliness and Anxiety During COVID-19 Lockdown,"Cyberpsychology, Behavior, and Social Networking",https://doi.org/10.1089/cyber.2020.0478,338,65,"PSYCHOLOGY, SOCIAL",2021,84.5,TRUE,TRUE,TRUE
0272-4944,10.1016/j.jenvp.2020.101528,Verplanken; Marks; Dobromir,2020,On the nature of eco-anxiety: How constructive or unconstructive is habitual worry about global warming?,Journal of Environmental Psychology,https://doi.org/10.1016/j.jenvp.2020.101528,183,23,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,36.6,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2020.577886,Aperribai; Cortabarria; Aguirre; Verche; Borges,2020,Teacher's Physical Activity and Mental Health During Lockdown Due to the COVID-2019 Pandemic,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2020.577886,109,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,21.8,TRUE,FALSE,FALSE
1079-5014,10.1093/geronb/gbaa200,Fingerman; Ng; Zhang; Britt; Colera; Birditt; Charles,2021,Living Alone During COVID-19: Social Contact and Emotional Well-being Among Older Adults,The Journals of Gerontology: Series B,https://doi.org/10.1093/geronb/gbaa200,117,46,PSYCHOLOGY,2021,29.25,TRUE,TRUE,FALSE
1040-9289,10.1080/10409289.2020.1843925,Lau; Lee,2021,Parents’ Views on Young Children’s Distance Learning and Screen Time During COVID-19 Class Suspension in Hong Kong,Early Education and Development,https://doi.org/10.1080/10409289.2020.1843925,154,335,"PSYCHOLOGY, EDUCATIONAL",2021,38.5,TRUE,TRUE,TRUE
2152-2715,10.1089/cyber.2020.0253,Stevens; Nurse; Arief,2021,"Cyber Stalking, Cyber Harassment, and Adult Mental Health: A Systematic Review","Cyberpsychology, Behavior, and Social Networking",https://doi.org/10.1089/cyber.2020.0253,81,65,"PSYCHOLOGY, SOCIAL",2021,20.25,TRUE,FALSE,FALSE
0747-5632,10.1016/j.chb.2020.106625,Sailer; Stadler; Schultz-Pernice; Franke; Schöffmann; Paniotova; Husagic; Fischer,2021,Technology-related teaching skills and attitudes: Validation of a scenario-based self-assessment instrument for teachers,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2020.106625,80,12,"PSYCHOLOGY, EXPERIMENTAL",2021,20,TRUE,FALSE,FALSE
1071-5819,10.1016/j.ijhcs.2020.102571,Ghorayeb; Comber; Gooberman-Hill,2021,Older adults' perspectives of smart home technology: Are we developing the technology that older people want?,International Journal of Human-Computer Studies,https://doi.org/10.1016/j.ijhcs.2020.102571,84,33,"PSYCHOLOGY, MULTIDISCIPLINARY",2021,21,TRUE,FALSE,FALSE
1664-1078,10.3389/fpsyg.2020.02177,Rossi; Panzeri; Pietrabissa; Manzoni; Castelnuovo; Mannarini,2020,The Anxiety-Buffer Hypothesis in the Time of COVID-19: When Self-Esteem Protects From the Impact of Loneliness and Fear on Anxiety and Depression,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2020.02177,116,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,23.2,TRUE,FALSE,FALSE
2000-8066,10.1080/20008198.2020.1822064,Denckla; Cicchetti; Kubzansky; Seedat; Teicher; Williams; Koenen,2020,"Psychological resilience: an update on definitions, a critical appraisal, and research recommendations",European Journal of Psychotraumatology,https://doi.org/10.1080/20008198.2020.1822064,147,67,"PSYCHOLOGY, CLINICAL",2020,29.4,TRUE,TRUE,FALSE
1557-1874,10.1007/s11469-020-00414-w,Nikopoulou; Holeva; Parlapani; Karamouzi; Voitsidis; Porfyri; Blekas; Papigkioti; Patsiala; Diakogiannis,2022,Mental Health Screening for COVID-19: a Proposed Cutoff Score for the Greek Version of the Fear of COVID-19 Scale (FCV-19S),International Journal of Mental Health and Addiction,https://doi.org/10.1007/s11469-020-00414-w,66,131,"PSYCHOLOGY, CLINICAL",2022,22,TRUE,FALSE,FALSE
1054-139X,10.1016/j.jadohealth.2020.10.008,Ganson; Tsai; Weiser; Benabou; Nagata,2021,Job Insecurity and Symptoms of Anxiety and Depression Among U.S. Young Adults During COVID-19,Journal of Adolescent Health,https://doi.org/10.1016/j.jadohealth.2020.10.008,161,30,"PSYCHOLOGY, DEVELOPMENTAL",2021,40.25,TRUE,TRUE,TRUE
1091-4269,10.1002/da.23109,Kujawa; Green; Compas; Dickey; Pegg,2020,Exposure to COVID‐19 pandemic stress: Associations with depression and anxiety in emerging adults in the United States,Depression and Anxiety,https://doi.org/10.1002/da.23109,211,50,PSYCHOLOGY,2020,42.2,TRUE,TRUE,TRUE
2515-2459,10.1177/2515245920951747,Flora,2020,"Your Coefficient Alpha Is Probably Wrong, but Which Coefficient Omega Is Right? A Tutorial on Using R to Obtain Better Reliability Estimates",Advances in Methods and Practices in Psychological Science,https://doi.org/10.1177/2515245920951747,267,3,PSYCHOLOGY,2020,53.4,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2020.106621,Kuss; Kristensen; Lopez-Fernandez,2021,Internet addictions outside of Europe: A systematic literature review,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2020.106621,90,12,"PSYCHOLOGY, EXPERIMENTAL",2021,22.5,TRUE,FALSE,FALSE
0033-3190,10.1159/000511348,Dubovsky; Ghosh; Serotte; Cranwell,2021,"Psychotic Depression: Diagnosis, Differential Diagnosis, and Treatment",Psychotherapy and Psychosomatics,https://doi.org/10.1159/000511348,102,2,PSYCHOLOGY,2021,25.5,TRUE,TRUE,FALSE
1664-1078,10.3389/fpsyg.2020.574475,Franceschini; Musetti; Zenesini; Palagini; Scarpelli; Quattropani; Lenzo; Freda; Lemmo; Vegni; Borghi; Saita; Cattivelli; De Gennaro; Plazzi; Riemann; Castelnuovo,2020,Poor Sleep Quality and Its Consequences on Mental Health During the COVID-19 Lockdown in Italy,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2020.574475,154,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,30.8,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2020.581314,Coelho; Suttiwan; Arato; Zsido,2020,On the Nature of Fear and Anxiety Triggered by COVID-19,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2020.581314,156,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,31.2,TRUE,TRUE,TRUE
0022-2496,10.1016/j.jmp.2020.102447,Da Costa; Parr; Sajid; Veselic; Neacsu; Friston,2020,Active inference on discrete state-spaces: A synthesis,Journal of Mathematical Psychology,https://doi.org/10.1016/j.jmp.2020.102447,151,321,"PSYCHOLOGY, MATHEMATICAL",2020,30.2,TRUE,TRUE,TRUE
2451-9588,10.1016/j.chbr.2020.100033,Dendir; Maxwell,2020,Cheating in online courses: Evidence from online proctoring,Computers in Human Behavior Reports,https://doi.org/10.1016/j.chbr.2020.100033,117,42,"PSYCHOLOGY, EXPERIMENTAL",2020,23.4,TRUE,FALSE,FALSE
