ISSN,DOI,authors,year,title,journal,URL,citations,impact_factor_rank,category,year_for_citations_by_year,citations_per_year,more_than_20_citations_per_year,more_than_25_citations_per_year,more_than_30_citations_per_year
0956-7976,10.1177/0956797620904154,Walter; Conroy-Beam; Buss; Asao; Sorokowska; Sorokowski; Aavik; Akello; Alhabahba; Alm; Amjad; Anjum; Atama; Atamtürk Duyar; Ayebare; Batres; Bendixen; Bensafia; Bizumic; Boussena; Butovskaya; Can; Cantarero; Carrier; Cetinkaya; Croy; Cueto; Czub; Dronova; Dural; Duyar; Ertugrul; Espinosa; Estevan; Esteves; Fang; Frackowiak; Garduño; González; Guemaz; Gyuris; Halamová; Herak; Horvat; Hromatko; Hui; Jaafar; Jiang; Kafetsios; Kavčič; Kennair; Kervyn; Khanh Ha; Khilji; Köbis; Lan; Láng; Lennard; León; Lindholm; Linh; Lopez; Van Luot; Mailhos; Manesi; Martinez; McKerchar; Meskó; Misra; Monaghan; Mora; Moya-Garófano; Musil; Natividade; Niemczyk; Nizharadze; Oberzaucher; Oleszkiewicz; Omar-Fauzee; Onyishi; Özener; Pagani; Pakalniskiene; Parise; Pazhoohi; Pisanski; Pisanski; Ponciano; Popa; Prokop; Rizwan; Sainz; Salkičević; Sargautyte; Sarmány-Schuller; Schmehl; Sharad; Siddiqui; Simonetti; Stoyanova; Tadinac; Varella; Vauclair; Vega; Widarini; Yoo; Zat’ková; Zupančič,2020,Sex Differences in Mate Preferences Across 45 Countries: A Large-Scale Replication,Psychological Science,https://doi.org/10.1177/0956797620904154,183,44,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,36.6,TRUE,TRUE,TRUE
1054-139X,10.1016/j.jadohealth.2020.09.002,Becker; Breaux; Cusick; Dvorsky; Marsh; Sciberras; Langberg,2020,"Remote Learning During COVID-19: Examining School Practices, Service Continuation, and Difficulties for Adolescents With and Without Attention-Deficit/Hyperactivity Disorder",Journal of Adolescent Health,https://doi.org/10.1016/j.jadohealth.2020.09.002,162,30,"PSYCHOLOGY, DEVELOPMENTAL",2020,32.4,TRUE,TRUE,TRUE
1018-8827,10.1007/s00787-018-1211-3,Mowlem; Rosenqvist; Martin; Lichtenstein; Asherson; Larsson,2019,Sex differences in predicting ADHD clinical diagnosis and pharmacological treatment,European Child &amp; Adolescent Psychiatry,https://doi.org/10.1007/s00787-018-1211-3,219,24,"PSYCHOLOGY, DEVELOPMENTAL",2019,36.5,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2016.10.019,Sjöblom; Hamari,2017,Why do people watch others play video games? An empirical study on the motivations of Twitch users,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2016.10.019,370,12,"PSYCHOLOGY, EXPERIMENTAL",2017,46.25,TRUE,TRUE,TRUE
0162-3257,10.1007/s10803-017-3166-5,Hull; Petrides; Allison; Smith; Baron-Cohen; Lai; Mandy,2017,“Putting on My Best Normal”: Social Camouflaging in Adults with Autism Spectrum Conditions,Journal of Autism and Developmental Disorders,https://doi.org/10.1007/s10803-017-3166-5,686,152,"PSYCHOLOGY, DEVELOPMENTAL",2017,85.75,TRUE,TRUE,TRUE
0095-7984,10.1177/0095798418771807,Watkins,2018,Exploratory Factor Analysis: A Guide to Best Practice,Journal of Black Psychology,https://doi.org/10.1177/0095798418771807,1067,246,"PSYCHOLOGY, MULTIDISCIPLINARY",2018,152.43,TRUE,TRUE,TRUE
1094-4281,10.1177/1094428120927466,Pratt; Sonenshein; Feldman,2022,Moving Beyond Templates: A Bricolage Approach to Conducting Trustworthy Qualitative Research,Organizational Research Methods,https://doi.org/10.1177/1094428120927466,158,13,"PSYCHOLOGY, APPLIED",2022,52.67,TRUE,TRUE,TRUE
1469-0292,10.1016/j.psychsport.2018.11.010,Rhodes; McEwan; Rebar,2019,Theories of physical activity behaviour change: A history and synthesis of approaches,Psychology of Sport and Exercise,https://doi.org/10.1016/j.psychsport.2018.11.010,262,151,PSYCHOLOGY,2019,43.67,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-022-01450-3,Schöley; Aburto; Kashnitsky; Kniffka; Zhang; Jaadla; Dowd; Kashyap,2022,Life expectancy changes since COVID-19,Nature Human Behaviour,https://doi.org/10.1038/s41562-022-01450-3,156,1,"PSYCHOLOGY, EXPERIMENTAL",2022,52,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2020.579038,Orgilés; Morales; Delvecchio; Mazzeschi; Espada,2020,Immediate Psychological Effects of the COVID-19 Quarantine in Youth From Italy and Spain,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2020.579038,416,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2020,83.2,TRUE,TRUE,TRUE
0889-3268,10.1007/s10869-016-9458-5,Cheung; Burns; Sinclair; Sliter,2017,Amazon Mechanical Turk in Organizational Psychology: An Evaluation and Practical Recommendations,Journal of Business and Psychology,https://doi.org/10.1007/s10869-016-9458-5,328,93,"PSYCHOLOGY, APPLIED",2017,41,TRUE,TRUE,TRUE
2515-2459,10.1177/2515245918771304,Kruschke,2018,Rejecting or Accepting Parameter Values in Bayesian Estimation,Advances in Methods and Practices in Psychological Science,https://doi.org/10.1177/2515245918771304,441,3,PSYCHOLOGY,2018,63,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2014.11.048,Bright; Kleiser; Grau,2015,Too much Facebook? An exploratory examination of social media fatigue,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2014.11.048,335,12,"PSYCHOLOGY, EXPERIMENTAL",2015,33.5,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2017.01997,Klepsch; Schmitz; Seufert,2017,"Development and Validation of Two Instruments Measuring Intrinsic, Extraneous, and Germane Cognitive Load",Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2017.01997,283,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2017,35.38,TRUE,TRUE,TRUE
1554-3528,10.3758/s13428-020-01398-0,McNeish; Wolf,2020,Thinking twice about sum scores,Behavior Research Methods,https://doi.org/10.3758/s13428-020-01398-0,287,55,"PSYCHOLOGY, EXPERIMENTAL",2020,57.4,TRUE,TRUE,TRUE
0256-2928,10.1007/s10212-021-00594-6,Affuso; Zannone; Esposito; Pannone; Miranda; De Angelis; Aquilar; Dragone; Bacchini,2023,"The effects of teacher support, parental monitoring, motivation and self-efficacy on academic performance over time",European Journal of Psychology of Education,https://doi.org/10.1007/s10212-021-00594-6,69,207,"PSYCHOLOGY, EDUCATIONAL",2023,34.5,TRUE,TRUE,TRUE
0265-4075,10.1177/0265407519836170,Twenge; Spitzberg; Campbell,2019,Less in-person social interaction with peers among U.S. adolescents in the 21st century and links to loneliness,Journal of Social and Personal Relationships,https://doi.org/10.1177/0265407519836170,273,290,"PSYCHOLOGY, SOCIAL",2019,45.5,TRUE,TRUE,TRUE
1662-5161,10.3389/fnhum.2020.00039,Czeszumski; Eustergerling; Lang; Menrath; Gerstenberger; Schuberth; Schreiber; Rendon; König,2020,Hyperscanning: A Valid Method to Study Neural Inter-brain Underpinnings of Social Interaction,Frontiers in Human Neuroscience,https://doi.org/10.3389/fnhum.2020.00039,271,282,PSYCHOLOGY,2020,54.2,TRUE,TRUE,TRUE
0149-2063,10.1177/0149206320901581,Aguinis; Villamor; Lazzarini; Vassolo; Amorós; Allen,2020,Conducting Management Research in Latin America: Why and What’s in It for You?,Journal of Management,https://doi.org/10.1177/0149206320901581,158,9,"PSYCHOLOGY, APPLIED",2020,31.6,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2017.00213,Laborde; Mosley; Thayer,2017,"Heart Rate Variability and Cardiac Vagal Tone in Psychophysiological Research – Recommendations for Experiment Planning, Data Analysis, and Data Reporting",Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2017.00213,1267,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2017,158.38,TRUE,TRUE,TRUE
0360-0025,10.1007/s11199-019-01052-w,Eaton; Saunders; Jacobson; West,2020,How Gender and Race Stereotypes Impact the Advancement of Scholars in STEM: Professors’ Biased Evaluations of Physics and Biology Post-Doctoral Candidates,Sex Roles,https://doi.org/10.1007/s11199-019-01052-w,215,164,"PSYCHOLOGY, DEVELOPMENTAL",2020,43,TRUE,TRUE,TRUE
1664-1078,10.3389/fpsyg.2021.646394,De Coninck; Frissen; Matthijs; d’Haenens; Lits; Champagne-Poirier; Carignan; David; Pignard-Cheynel; Salerno; Généreux,2021,"Beliefs in Conspiracy Theories and Misinformation About COVID-19: Comparative Perspectives on the Role of Anxiety, Depression and Exposure to and Trust in Information Sources",Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2021.646394,190,228,"PSYCHOLOGY, MULTIDISCIPLINARY",2021,47.5,TRUE,TRUE,TRUE
2515-2459,10.1177/2515245920951503,Lakens; Caldwell,2021,Simulation-Based Power Analysis for Factorial Analysis of Variance Designs,Advances in Methods and Practices in Psychological Science,https://doi.org/10.1177/2515245920951503,247,3,PSYCHOLOGY,2021,61.75,TRUE,TRUE,TRUE
0147-5916,10.1007/s10608-021-10241-5,Kim; Rackoff; Fitzsimmons-Craft; Shin; Zainal; Schwob; Eisenberg; Wilfley; Taylor; Newman,2022,College Mental Health Before and During the COVID-19 Pandemic: Results From a Nationwide Survey,Cognitive Therapy and Research,https://doi.org/10.1007/s10608-021-10241-5,104,187,"PSYCHOLOGY, CLINICAL",2022,34.67,TRUE,TRUE,TRUE
0010-9452,10.1016/j.cortex.2015.04.014,Paap; Johnson; Sawi,2015,Bilingual advantages in executive functioning either do not exist or are restricted to very specific and undetermined circumstances,Cortex,https://doi.org/10.1016/j.cortex.2015.04.014,511,125,"PSYCHOLOGY, EXPERIMENTAL",2015,51.1,TRUE,TRUE,TRUE
1939-1854,10.1037/apl0000103,Hom; Lee; Shaw; Hausknecht,2017,One hundred years of employee turnover theory and research.,Journal of Applied Psychology,https://doi.org/10.1037/apl0000103,456,7,"PSYCHOLOGY, APPLIED",2017,57,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-023-01579-9,Schoeler; Speed; Porcu; Pirastu; Pingault; Kutalik,2023,Participation bias in the UK Biobank distorts genetic associations and downstream analyses,Nature Human Behaviour,https://doi.org/10.1038/s41562-023-01579-9,139,1,"PSYCHOLOGY, EXPERIMENTAL",2023,69.5,TRUE,TRUE,TRUE
1050-8392,10.1111/jora.12668,Branje; Morris,2021,"The Impact of the COVID‐19 Pandemic on Adolescent Emotional, Social, and Academic Adjustment",Journal of Research on Adolescence,https://doi.org/10.1111/jora.12668,130,54,"PSYCHOLOGY, DEVELOPMENTAL",2021,32.5,TRUE,TRUE,TRUE
1939-1854,10.1037/apl0000896,Lin; Shao; Li; Guo; Zhan,2021,The psychological implications of COVID-19 on employee job insecurity and its consequences: The mitigating role of organization adaptive practices.,Journal of Applied Psychology,https://doi.org/10.1037/apl0000896,190,7,"PSYCHOLOGY, APPLIED",2021,47.5,TRUE,TRUE,TRUE
1557-1874,10.1007/s11469-020-00331-y,Bakioğlu; Korkmaz; Ercan,2021,"Fear of COVID-19 and Positivity: Mediating Role of Intolerance of Uncertainty, Depression, Anxiety, and Stress",International Journal of Mental Health and Addiction,https://doi.org/10.1007/s11469-020-00331-y,488,131,"PSYCHOLOGY, CLINICAL",2021,122,TRUE,TRUE,TRUE
0092-6566,10.1016/j.jrp.2018.02.007,Bücker; Nuraydin; Simonsmeier; Schneider; Luhmann,2018,Subjective well-being and academic achievement: A meta-analysis,Journal of Research in Personality,https://doi.org/10.1016/j.jrp.2018.02.007,291,230,"PSYCHOLOGY, SOCIAL",2018,41.57,TRUE,TRUE,TRUE
2159-676X,10.1080/2159676x.2019.1704846,Braun; Clarke,2021,To saturate or not to saturate? Questioning data saturation as a useful concept for thematic analysis and sample-size rationales,"Qualitative Research in Sport, Exercise and Health",https://doi.org/10.1080/2159676x.2019.1704846,1984,15,"PSYCHOLOGY, APPLIED",2021,496,TRUE,TRUE,TRUE
1359-1789,10.1016/j.avb.2018.06.008,Zych; Farrington; Ttofi,2019,Protective factors against bullying and cyberbullying: A systematic review of meta-analyses,Aggression and Violent Behavior,https://doi.org/10.1016/j.avb.2018.06.008,299,119,"PSYCHOLOGY, MULTIDISCIPLINARY",2019,49.83,TRUE,TRUE,TRUE
0146-1672,10.1177/0146167215572134,Blanken; van de Ven; Zeelenberg,2015,A Meta-Analytic Review of Moral Licensing,Personality and Social Psychology Bulletin,https://doi.org/10.1177/0146167215572134,392,120,"PSYCHOLOGY, SOCIAL",2015,39.2,TRUE,TRUE,TRUE
1362-3613,10.1177/1362361320971107,van ’t Hof; Tisseur; van Berckelear-Onnes; van Nieuwenhuyzen; Daniels; Deen; Hoek; Ester,2021,Age at autism spectrum disorder diagnosis: A systematic review and meta-analysis from 2012 to 2019,Autism,https://doi.org/10.1177/1362361320971107,262,37,"PSYCHOLOGY, DEVELOPMENTAL",2021,65.5,TRUE,TRUE,TRUE
0022-1031,10.1016/j.jesp.2018.08.009,Liddell; Kruschke,2018,Analyzing ordinal data with metric models: What could possibly go wrong?,Journal of Experimental Social Psychology,https://doi.org/10.1016/j.jesp.2018.08.009,387,140,"PSYCHOLOGY, SOCIAL",2018,55.29,TRUE,TRUE,TRUE
0146-1672,10.1177/01461672211054947,Sternisko; Cichocka; Cislak; Van Bavel,2023,National Narcissism predicts the Belief in and the Dissemination of Conspiracy Theories During the COVID-19 Pandemic: Evidence From 56 Countries,Personality and Social Psychology Bulletin,https://doi.org/10.1177/01461672211054947,78,120,"PSYCHOLOGY, SOCIAL",2023,39,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2016.07.047,Chuah; Rauschnabel; Krey; Nguyen; Ramayah; Lade,2016,Wearable technologies: The role of usefulness and visibility in smartwatch adoption,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2016.07.047,355,12,"PSYCHOLOGY, EXPERIMENTAL",2016,39.44,TRUE,TRUE,TRUE
1554-3528,10.3758/s13428-015-0664-2,Nuijten; Hartgerink; van Assen; Epskamp; Wicherts,2016,The prevalence of statistical reporting errors in psychology (1985–2013),Behavior Research Methods,https://doi.org/10.3758/s13428-015-0664-2,292,55,"PSYCHOLOGY, EXPERIMENTAL",2016,32.44,TRUE,TRUE,TRUE
0885-7482,10.1007/s10896-021-00260-x,Lyons; Brewer,2022,Experiences of Intimate Partner Violence during Lockdown and the COVID-19 Pandemic,Journal of Family Violence,https://doi.org/10.1007/s10896-021-00260-x,103,206,"PSYCHOLOGY, CLINICAL",2022,34.33,TRUE,TRUE,TRUE
0033-2917,10.1017/s0033291720005048,Chandola; Kumari; Booker; Benzeval,2022,The mental health impact of COVID-19 and lockdown-related stressors among adults in the UK,Psychological Medicine,https://doi.org/10.1017/s0033291720005048,115,26,PSYCHOLOGY,2022,38.33,TRUE,TRUE,TRUE
1054-139X,10.1016/j.jadohealth.2021.08.026,Daly,2022,"Prevalence of Depression Among Adolescents in the U.S. From 2009 to 2019: Analysis of Trends by Sex, Race/Ethnicity, and Income",Journal of Adolescent Health,https://doi.org/10.1016/j.jadohealth.2021.08.026,128,30,"PSYCHOLOGY, DEVELOPMENTAL",2022,42.67,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2018.12.023,Fryer; Nakao; Thompson,2019,"Chatbot learning partners: Connecting learning experiences, interest and competence",Computers in Human Behavior,https://doi.org/10.1016/j.chb.2018.12.023,231,12,"PSYCHOLOGY, EXPERIMENTAL",2019,38.5,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2015.02.026,Hill; Randolph Ford; Farreras,2015,Real conversations with artificial intelligence: A comparison between human–human online conversations and human–chatbot conversations,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2015.02.026,491,12,"PSYCHOLOGY, EXPERIMENTAL",2015,49.1,TRUE,TRUE,TRUE
0301-0511,10.1016/j.biopsycho.2022.108262,Suksasilp; Garfinkel,2022,Towards a comprehensive assessment of interoception in a multi-dimensional framework,Biological Psychology,https://doi.org/10.1016/j.biopsycho.2022.108262,113,199,PSYCHOLOGY,2022,37.67,TRUE,TRUE,TRUE
0747-5632,10.1016/j.chb.2016.08.047,Román-González; Pérez-González; Jiménez-Fernández,2017,Which cognitive abilities underlie computational thinking? Criterion validity of the Computational Thinking Test,Computers in Human Behavior,https://doi.org/10.1016/j.chb.2016.08.047,484,12,"PSYCHOLOGY, EXPERIMENTAL",2017,60.5,TRUE,TRUE,TRUE
1939-1854,10.1037/apl0000442,Allen; French; Dumani; Shockley,2020,A cross-national meta-analytic examination of predictors and outcomes associated with work–family conflict.,Journal of Applied Psychology,https://doi.org/10.1037/apl0000442,163,7,"PSYCHOLOGY, APPLIED",2020,32.6,TRUE,TRUE,TRUE
0956-7976,10.1177/0956797619831612,Soto,2019,How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project,Psychological Science,https://doi.org/10.1177/0956797619831612,265,44,"PSYCHOLOGY, MULTIDISCIPLINARY",2019,44.17,TRUE,TRUE,TRUE
0033-3190,10.1159/000513733,Busch; Moretti; Mazzi; Wu; Rimondini,2021,What We Have Learned from Two Decades of Epidemics and Pandemics: A Systematic Review and Meta-Analysis of the Psychological Burden of Frontline Healthcare Workers,Psychotherapy and Psychosomatics,https://doi.org/10.1159/000513733,123,2,PSYCHOLOGY,2021,30.75,TRUE,TRUE,TRUE
0956-7976,10.1177/0956797615581493,Hirsh-Pasek; Adamson; Bakeman; Owen; Golinkoff; Pace; Yust; Suma,2015,The Contribution of Early Communication Quality to Low-Income Children’s Language Success,Psychological Science,https://doi.org/10.1177/0956797615581493,502,44,"PSYCHOLOGY, MULTIDISCIPLINARY",2015,50.2,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-017-0277-0,Jebb; Tay; Diener; Oishi,2018,"Happiness, income satiation and turning points around the world",Nature Human Behaviour,https://doi.org/10.1038/s41562-017-0277-0,246,1,"PSYCHOLOGY, EXPERIMENTAL",2018,35.14,TRUE,TRUE,TRUE
0191-8869,10.1016/j.paid.2021.110673,Hong; Lee; Ye,2021,Procrastination predicts online self-regulated learning and online learning ineffectiveness during the coronavirus lockdown,Personality and Individual Differences,https://doi.org/10.1016/j.paid.2021.110673,144,105,"PSYCHOLOGY, SOCIAL",2021,36,TRUE,TRUE,TRUE
1048-9843,10.1016/j.leaqua.2015.08.004,Chiniara; Bentein,2016,"Linking servant leadership to individual performance: Differentiating the mediating role of autonomy, competence and relatedness need satisfaction",The Leadership Quarterly,https://doi.org/10.1016/j.leaqua.2015.08.004,323,11,"PSYCHOLOGY, APPLIED",2016,35.89,TRUE,TRUE,TRUE
2397-3374,10.1038/s41562-021-01142-4,Soderberg; Errington; Schiavone; Bottesini; Thorn; Vazire; Esterling; Nosek,2021,Initial evidence of research quality of registered reports compared with the standard publishing model,Nature Human Behaviour,https://doi.org/10.1038/s41562-021-01142-4,122,1,"PSYCHOLOGY, EXPERIMENTAL",2021,30.5,TRUE,TRUE,TRUE
0014-7370,10.1111/famp.12649,Feinberg; A. Mogle; Lee; Tornello; Hostetler; Cifelli; Bai; Hotez,2022,"Impact of the COVID‐19 Pandemic on Parent, Child, and Family Functioning",Family Process,https://doi.org/10.1111/famp.12649,225,226,"PSYCHOLOGY, CLINICAL",2022,75,TRUE,TRUE,TRUE
0887-6185,10.1016/j.janxdis.2020.102232,Taylor; Landry; Paluszek; Fergus; McKay; Asmundson,2020,Development and initial validation of the COVID Stress Scales,Journal of Anxiety Disorders,https://doi.org/10.1016/j.janxdis.2020.102232,793,45,"PSYCHOLOGY, CLINICAL",2020,158.6,TRUE,TRUE,TRUE
0267-3843,10.1080/02673843.2019.1679202,Alhadabi; Karpinski,2020,"Grit, self-efficacy, achievement orientation goals, and academic performance in University students",International Journal of Adolescence and Youth,https://doi.org/10.1080/02673843.2019.1679202,197,421,"PSYCHOLOGY, DEVELOPMENTAL",2020,39.4,TRUE,TRUE,TRUE
1939-2176,10.1037/edu0000293,Aelterman; Vansteenkiste; Haerens; Soenens; Fontaine; Reeve,2019,Toward an integrative and fine-grained insight in motivating and demotivating teaching styles: The merits of a circumplex approach.,Journal of Educational Psychology,https://doi.org/10.1037/edu0000293,299,28,"PSYCHOLOGY, EDUCATIONAL",2019,49.83,TRUE,TRUE,TRUE
0033-2917,10.1017/s0033291716000064,Kishimoto; Chawla; Hagi; Zarate; Kane; Bauer; Correll,2016,"Single-dose infusion ketamine and non-ketamine N-methyl-d-aspartate receptor antagonists for unipolar and bipolar depression: a meta-analysis of efficacy, safety and time trajectories",Psychological Medicine,https://doi.org/10.1017/s0033291716000064,289,26,PSYCHOLOGY,2016,32.11,TRUE,TRUE,TRUE
2329-0390,10.1037/sgd0000306,Borgogna; McDermott; Aita; Kridel,2019,"Anxiety and depression across gender and sexual minorities: Implications for transgender, gender nonconforming, pansexual, demisexual, asexual, queer, and questioning individuals.",Psychology of Sexual Orientation and Gender Diversity,https://doi.org/10.1037/sgd0000306,248,98,PSYCHOLOGY,2019,41.33,TRUE,TRUE,TRUE
0890-8567,10.1016/j.jaac.2018.06.012,Madigan; Oatley; Racine; Fearon; Schumacher; Akbari; Cooke; Tarabulsy,2018,A Meta-Analysis of Maternal Prenatal Depression and Anxiety on Child Socioemotional Development,Journal of the American Academy of Child &amp; Adolescent Psychiatry,https://doi.org/10.1016/j.jaac.2018.06.012,314,10,"PSYCHOLOGY, DEVELOPMENTAL",2018,44.86,TRUE,TRUE,TRUE
