ISSN,journal,DOI,year,citations,impact_factor_rank,category
8756-5641,Developmental Neuropsychology,10.1080/87565641.2020.1869744,2021,0,498,PSYCHOLOGY
1873-5843,Archives of Clinical Neuropsychology,10.1093/arclin/acab002,2021,36,340,PSYCHOLOGY
0364-0213,Cognitive Science,10.1111/cogs.12853,2021,0,298,"PSYCHOLOGY, EXPERIMENTAL"
0364-0213,Cognitive Science,10.1111/cogs.12930,2021,17,298,"PSYCHOLOGY, EXPERIMENTAL"
0364-0213,Cognitive Science,10.1111/cogs.v45.1,2021,0,298,"PSYCHOLOGY, EXPERIMENTAL"
1059-6011,Group &amp; Organization Management,10.1177/1059601120983964,2021,7,72,"PSYCHOLOGY, APPLIED"
1943-3921,"Attention, Perception, &amp; Psychophysics",10.3758/s13414-020-02192-y,2021,8,470,PSYCHOLOGY
1943-3921,"Attention, Perception, &amp; Psychophysics",10.3758/s13414-020-02196-8,2021,2,470,PSYCHOLOGY
1943-3921,"Attention, Perception, &amp; Psychophysics",10.3758/s13414-020-02212-x,2021,12,470,PSYCHOLOGY
0894-3257,Journal of Behavioral Decision Making,10.1002/bdm.2222,2021,2,452,"PSYCHOLOGY, APPLIED"
1018-8827,European Child &amp; Adolescent Psychiatry,10.1007/s00787-020-01688-0,2022,15,24,"PSYCHOLOGY, DEVELOPMENTAL"
1018-8827,European Child &amp; Adolescent Psychiatry,10.1007/s00787-020-01696-0,2022,4,24,"PSYCHOLOGY, DEVELOPMENTAL"
0256-2928,European Journal of Psychology of Education,10.1007/s10212-020-00516-y,2021,11,207,"PSYCHOLOGY, EDUCATIONAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00715-7,2021,142,181,"PSYCHOLOGY, CLINICAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00734-4,2021,25,181,"PSYCHOLOGY, CLINICAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00735-3,2021,4,181,"PSYCHOLOGY, CLINICAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00740-6,2021,0,181,"PSYCHOLOGY, CLINICAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00741-5,2021,13,181,"PSYCHOLOGY, CLINICAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00746-0,2021,5,181,"PSYCHOLOGY, CLINICAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00757-x,2021,18,181,"PSYCHOLOGY, CLINICAL"
1046-1310,Current Psychology,10.1007/s12144-020-01320-z,2022,5,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1381-1118,Archives of Suicide Research,10.1080/13811118.2020.1865223,2022,1,259,"PSYCHOLOGY, MULTIDISCIPLINARY"
0009-3920,Child Development,10.1111/cdev.13499,2021,13,79,"PSYCHOLOGY, DEVELOPMENTAL"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.631816,2021,0,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
2076-328X,Behavioral Sciences,10.3390/bs11010005,2021,94,251,"PSYCHOLOGY, MULTIDISCIPLINARY"
1943-3921,"Attention, Perception, &amp; Psychophysics",10.3758/s13414-020-02148-2,2021,1,470,PSYCHOLOGY
0033-3085,Psychology in the Schools,10.1002/pits.22395,2021,0,444,"PSYCHOLOGY, EDUCATIONAL"
0165-0653,International Journal for the Advancement of Counselling,10.1007/s10447-020-09419-5,2021,8,623,"PSYCHOLOGY, APPLIED"
0009-398X,Child Psychiatry &amp; Human Development,10.1007/s10578-020-01106-1,2022,1,293,"PSYCHOLOGY, DEVELOPMENTAL"
0882-2689,Journal of Psychopathology and Behavioral Assessment,10.1007/s10862-020-09855-y,2021,13,558,"PSYCHOLOGY, CLINICAL"
0882-2689,Journal of Psychopathology and Behavioral Assessment,10.1007/s10862-020-09861-0,2021,4,558,"PSYCHOLOGY, CLINICAL"
0005-7967,Behaviour Research and Therapy,10.1016/j.brat.2021.103802,2021,11,64,"PSYCHOLOGY, CLINICAL"
0010-0285,Cognitive Psychology,10.1016/j.cogpsych.2020.101368,2021,8,168,PSYCHOLOGY
1079-5014,The Journals of Gerontology: Series B,10.1093/geronb/gbab003,2021,2,46,PSYCHOLOGY
1662-5161,Frontiers in Human Neuroscience,10.3389/fnhum.2020.587594,2021,4,282,PSYCHOLOGY
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.550082,2021,9,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.565231,2021,11,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.592638,2021,7,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1943-3921,"Attention, Perception, &amp; Psychophysics",10.3758/s13414-020-02220-x,2021,0,470,PSYCHOLOGY
1554-3528,Behavior Research Methods,10.3758/s13428-020-01517-x,2021,66,55,"PSYCHOLOGY, EXPERIMENTAL"
0276-3478,International Journal of Eating Disorders,10.1002/eat.23466,2021,15,51,PSYCHOLOGY
0033-3085,Psychology in the Schools,10.1002/pits.v58.2,2021,0,444,"PSYCHOLOGY, EDUCATIONAL"
1612-4782,Cognitive Processing,10.1007/s10339-020-01005-2,2021,8,478,"PSYCHOLOGY, EXPERIMENTAL"
0009-398X,Child Psychiatry &amp; Human Development,10.1007/s10578-020-01108-z,2022,3,293,"PSYCHOLOGY, DEVELOPMENTAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00717-5,2022,11,181,"PSYCHOLOGY, CLINICAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00729-1,2021,2,181,"PSYCHOLOGY, CLINICAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00737-1,2021,8,181,"PSYCHOLOGY, CLINICAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00749-x,2021,4,181,"PSYCHOLOGY, CLINICAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00755-z,2021,17,181,"PSYCHOLOGY, CLINICAL"
0885-7482,Journal of Family Violence,10.1007/s10896-020-00245-2,2022,12,206,"PSYCHOLOGY, CLINICAL"
1046-1310,Current Psychology,10.1007/s12144-020-01218-w,2022,15,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01231-z,2022,7,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01237-7,2022,5,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01265-3,2021,1,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
0954-5794,Development and Psychopathology,10.1017/s0954579420001789,2021,10,144,"PSYCHOLOGY, DEVELOPMENTAL"
1072-0537,Journal of Constructivist Psychology,10.1080/10720537.2020.1865854,2022,8,640,"PSYCHOLOGY, CLINICAL"
1550-4263,Journal of Dual Diagnosis,10.1080/15504263.2020.1839827,2021,11,515,"PSYCHOLOGY, CLINICAL"
2327-9095,Applied Neuropsychology: Adult,10.1080/23279095.2020.1864375,2022,24,542,PSYCHOLOGY
1662-5161,Frontiers in Human Neuroscience,10.3389/fnhum.2020.597864,2021,17,282,PSYCHOLOGY
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.618227,2021,9,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1943-3921,"Attention, Perception, &amp; Psychophysics",10.3758/s13414-020-02219-4,2021,0,470,PSYCHOLOGY
1057-9249,Psycho-Oncology,10.1002/pon.5124,2020,0,130,PSYCHOLOGY
0340-0727,Psychological Research,10.1007/s00426-020-01464-4,2021,6,324,"PSYCHOLOGY, EXPERIMENTAL"
0340-0727,Psychological Research,10.1007/s00426-020-01466-2,2021,17,324,"PSYCHOLOGY, EXPERIMENTAL"
1557-1874,International Journal of Mental Health and Addiction,10.1007/s11469-020-00438-2,2022,30,131,"PSYCHOLOGY, CLINICAL"
1557-1874,International Journal of Mental Health and Addiction,10.1007/s11469-020-00451-5,2022,7,131,"PSYCHOLOGY, CLINICAL"
1046-1310,Current Psychology,10.1007/s12144-020-01179-0,2022,20,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01234-w,2022,11,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01243-9,2022,1,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
0014-0139,Ergonomics,10.1080/00140139.2020.1868581,2021,44,362,PSYCHOLOGY
0210-3702,Journal for the Study of Education and Development: Infancia y Aprendizaje,10.1080/02103702.2020.1848087,2021,2,604,"PSYCHOLOGY, DEVELOPMENTAL"
0210-3702,Journal for the Study of Education and Development: Infancia y Aprendizaje,10.1080/02103702.2020.1848089,2021,2,604,"PSYCHOLOGY, DEVELOPMENTAL"
1040-9289,Early Education and Development,10.1080/10409289.2020.1839288,2021,8,335,"PSYCHOLOGY, EDUCATIONAL"
1475-3634,Psychodynamic Practice,10.1080/14753634.2020.1863251,2021,21,776,"PSYCHOLOGY, CLINICAL"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.594949,2021,12,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1091-4269,Depression and Anxiety,10.1002/da.v38.1,2021,4,50,PSYCHOLOGY
0012-1630,Developmental Psychobiology,10.1002/dev.22084,2021,8,425,PSYCHOLOGY
0022-0175,The Journal of Creative Behavior,10.1002/jocb.489,2021,1,192,"PSYCHOLOGY, EDUCATIONAL"
2198-7335,Adaptive Human Behavior and Physiology,10.1007/s40750-020-00158-w,2021,3,581,"PSYCHOLOGY, BIOLOGICAL"
0003-4487,"Annales Médico-psychologiques, revue psychiatrique",10.1016/j.amp.2020.12.017,2021,7,735,PSYCHOLOGY
0092-623X,Journal of Sex &amp; Marital Therapy,10.1080/0092623x.2020.1869125,2021,1,336,"PSYCHOLOGY, CLINICAL"
0144-3410,Educational Psychology,10.1080/01443410.2020.1865519,2021,8,95,"PSYCHOLOGY, EDUCATIONAL"
0965-8211,Memory,10.1080/09658211.2020.1871024,2021,16,327,"PSYCHOLOGY, EXPERIMENTAL"
1381-1118,Archives of Suicide Research,10.1080/13811118.2020.1868366,2022,3,259,"PSYCHOLOGY, MULTIDISCIPLINARY"
1752-2439,Psychosis,10.1080/17522439.2020.1853203,2021,5,586,"PSYCHOLOGY, CLINICAL"
2050-2974,Journal of Eating Disorders,10.1186/s40337-020-00356-7,2021,20,108,"PSYCHOLOGY, CLINICAL"
0340-0727,Psychological Research,10.1007/s00426-020-01457-3,2021,13,324,"PSYCHOLOGY, EXPERIMENTAL"
1612-4782,Cognitive Processing,10.1007/s10339-020-01003-4,2021,3,478,"PSYCHOLOGY, EXPERIMENTAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00720-w,2021,17,181,"PSYCHOLOGY, CLINICAL"
0882-2689,Journal of Psychopathology and Behavioral Assessment,10.1007/s10862-020-09864-x,2021,5,558,"PSYCHOLOGY, CLINICAL"
1556-1623,Metacognition and Learning,10.1007/s11409-020-09255-3,2021,47,77,"PSYCHOLOGY, EDUCATIONAL"
1046-1310,Current Psychology,10.1007/s12144-020-01165-6,2022,6,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01211-3,2022,66,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01222-0,2022,33,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01224-y,2022,3,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01228-8,2022,4,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01232-y,2022,4,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01252-8,2022,4,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
0954-5794,Development and Psychopathology,10.1017/s0954579420001728,2022,7,144,"PSYCHOLOGY, DEVELOPMENTAL"
0163-853X,Discourse Processes,10.1080/0163853x.2020.1857619,2021,4,347,"PSYCHOLOGY, EDUCATIONAL"
0210-3702,Journal for the Study of Education and Development: Infancia y Aprendizaje,10.1080/02103702.2020.1848092,2021,0,604,"PSYCHOLOGY, DEVELOPMENTAL"
1050-8422,Ethics &amp; Behavior,10.1080/10508422.2020.1863799,2022,18,371,"PSYCHOLOGY, MULTIDISCIPLINARY"
1061-5806,"Anxiety, Stress, &amp; Coping",10.1080/10615806.2020.1868443,2021,10,294,"PSYCHOLOGY, MULTIDISCIPLINARY"
1061-5806,"Anxiety, Stress, &amp; Coping",10.1080/10615806.2020.1870108,2021,1,294,"PSYCHOLOGY, MULTIDISCIPLINARY"
1357-650X,Laterality,10.1080/1357650x.2020.1862142,2021,11,647,"PSYCHOLOGY, EXPERIMENTAL"
1380-3395,Journal of Clinical and Experimental Neuropsychology,10.1080/13803395.2020.1863340,2021,5,448,PSYCHOLOGY
1873-5843,Archives of Clinical Neuropsychology,10.1093/arclin/acab003,2021,11,340,PSYCHOLOGY
1079-5014,The Journals of Gerontology: Series B,10.1093/geronb/gbab002,2021,16,46,PSYCHOLOGY
1079-5014,The Journals of Gerontology: Series B,10.1093/geronb/gbab004,2021,5,46,PSYCHOLOGY
0009-3920,Child Development,10.1111/cdev.13500,2021,4,79,"PSYCHOLOGY, DEVELOPMENTAL"
1678-7153,Psicologia: Reflexão e Crítica,10.1186/s41155-020-00168-3,2021,5,517,"PSYCHOLOGY, MULTIDISCIPLINARY"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.558287,2021,20,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1943-3921,"Attention, Perception, &amp; Psychophysics",10.3758/s13414-020-02213-w,2021,4,470,PSYCHOLOGY
1943-3921,"Attention, Perception, &amp; Psychophysics",10.3758/s13414-020-02228-3,2021,22,470,PSYCHOLOGY
2578-1863,Human Behavior and Emerging Technologies,10.1002/hbe2.246,2021,51,61,"PSYCHOLOGY, MULTIDISCIPLINARY"
2578-1863,Human Behavior and Emerging Technologies,10.1002/hbe2.247,2021,10,61,"PSYCHOLOGY, MULTIDISCIPLINARY"
0882-2689,Journal of Psychopathology and Behavioral Assessment,10.1007/s10862-020-09856-x,2021,1,558,"PSYCHOLOGY, CLINICAL"
1046-1310,Current Psychology,10.1007/s12144-020-01236-8,2022,3,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01241-x,2022,2,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01272-4,2022,3,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1998-1929,Behavior Analysis in Practice,10.1007/s40617-020-00526-8,2021,3,355,"PSYCHOLOGY, CLINICAL"
1088-8691,Applied Developmental Science,10.1080/10888691.2020.1861945,2022,5,464,"PSYCHOLOGY, DEVELOPMENTAL"
1381-1118,Archives of Suicide Research,10.1080/13811118.2020.1848669,2022,0,259,"PSYCHOLOGY, MULTIDISCIPLINARY"
0009-3920,Child Development,10.1111/cdev.13487,2021,34,79,"PSYCHOLOGY, DEVELOPMENTAL"
2397-0022,German Journal of Human Resource Management: Zeitschrift für Personalforschung,10.1177/2397002216684119,2017,0,126,"PSYCHOLOGY, APPLIED"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.567397,2021,14,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.571891,2021,0,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.607577,2021,11,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1943-3921,"Attention, Perception, &amp; Psychophysics",10.3758/s13414-020-02216-7,2021,4,470,PSYCHOLOGY
1554-3528,Behavior Research Methods,10.3758/s13428-020-01500-6,2021,104,55,"PSYCHOLOGY, EXPERIMENTAL"
0276-3478,International Journal of Eating Disorders,10.1002/eat.23465,2021,7,51,PSYCHOLOGY
0256-2928,European Journal of Psychology of Education,10.1007/s10212-020-00521-1,2022,9,207,"PSYCHOLOGY, EDUCATIONAL"
1612-4782,Cognitive Processing,10.1007/s10339-020-01007-0,2021,0,478,"PSYCHOLOGY, EXPERIMENTAL"
0009-398X,Child Psychiatry &amp; Human Development,10.1007/s10578-020-01107-0,2022,40,293,"PSYCHOLOGY, DEVELOPMENTAL"
0009-398X,Child Psychiatry &amp; Human Development,10.1007/s10578-020-01109-y,2021,34,293,"PSYCHOLOGY, DEVELOPMENTAL"
1062-1024,Journal of Child and Family Studies,10.1007/s10826-020-01869-0,2021,16,487,"PSYCHOLOGY, DEVELOPMENTAL"
0882-2689,Journal of Psychopathology and Behavioral Assessment,10.1007/s10862-020-09857-w,2021,0,558,"PSYCHOLOGY, CLINICAL"
1998-1929,Behavior Analysis in Practice,10.1007/s40617-020-00508-w,2021,8,355,"PSYCHOLOGY, CLINICAL"
0092-623X,Journal of Sex &amp; Marital Therapy,10.1080/0092623x.2020.1869124,2021,3,336,"PSYCHOLOGY, CLINICAL"
0954-0121,AIDS Care,10.1080/09540121.2020.1867307,2021,3,575,"PSYCHOLOGY, MULTIDISCIPLINARY"
1943-3921,"Attention, Perception, &amp; Psychophysics",10.3758/s13414-020-02221-w,2021,1,470,PSYCHOLOGY
2578-1863,Human Behavior and Emerging Technologies,10.1002/hbe2.248,2021,10,61,"PSYCHOLOGY, MULTIDISCIPLINARY"
1057-9249,Psycho-Oncology,10.1002/pon.v29.12,2020,3,130,PSYCHOLOGY
1612-4782,Cognitive Processing,10.1007/s10339-020-01008-z,2021,6,478,"PSYCHOLOGY, EXPERIMENTAL"
1612-4782,Cognitive Processing,10.1007/s10339-020-01009-y,2021,1,478,"PSYCHOLOGY, EXPERIMENTAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00744-2,2021,5,181,"PSYCHOLOGY, CLINICAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00750-4,2021,9,181,"PSYCHOLOGY, CLINICAL"
1046-1310,Current Psychology,10.1007/s12144-020-01227-9,2022,1,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01230-0,2022,8,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01245-7,2022,2,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01250-w,2022,15,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01273-3,2022,4,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
0010-9452,Cortex,10.1016/j.cortex.2020.12.009,2021,4,125,"PSYCHOLOGY, EXPERIMENTAL"
1064-0266,Eating Disorders,10.1080/10640266.2020.1864587,2021,5,171,PSYCHOLOGY
1350-6285,Visual Cognition,10.1080/13506285.2020.1866726,2021,15,468,"PSYCHOLOGY, EXPERIMENTAL"
1357-650X,Laterality,10.1080/1357650x.2020.1866595,2021,1,647,"PSYCHOLOGY, EXPERIMENTAL"
1382-5585,"Aging, Neuropsychology, and Cognition",10.1080/13825585.2020.1859082,2022,10,493,"PSYCHOLOGY, DEVELOPMENTAL"
0141-0423,Journal of Research in Reading,10.1111/1467-9817.12346,2021,5,406,"PSYCHOLOGY, EDUCATIONAL"
1367-2223,Asian Journal of Social Psychology,10.1111/ajsp.12455,2022,27,403,"PSYCHOLOGY, SOCIAL"
0009-3920,Child Development,10.1111/cdev.13512,2021,6,79,"PSYCHOLOGY, DEVELOPMENTAL"
1662-5161,Frontiers in Human Neuroscience,10.3389/fnhum.2020.597694,2021,17,282,PSYCHOLOGY
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.588089,2021,4,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1543-4494,Learning &amp; Behavior,10.3758/s13420-020-00453-2,2021,9,368,"PSYCHOLOGY, BIOLOGICAL"
1554-3528,Behavior Research Methods,10.3758/s13428-020-01510-4,2021,17,55,"PSYCHOLOGY, EXPERIMENTAL"
1057-9249,Psycho-Oncology,10.1002/pon.5538,2020,14,130,PSYCHOLOGY
1612-4782,Cognitive Processing,10.1007/s10339-020-01010-5,2021,3,478,"PSYCHOLOGY, EXPERIMENTAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00727-3,2021,10,181,"PSYCHOLOGY, CLINICAL"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00752-2,2021,9,181,"PSYCHOLOGY, CLINICAL"
1046-1310,Current Psychology,10.1007/s12144-020-01213-1,2022,7,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01244-8,2022,61,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01247-5,2022,0,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01251-9,2022,16,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1866-2625,School Mental Health,10.1007/s12310-020-09405-7,2021,5,252,"PSYCHOLOGY, DEVELOPMENTAL"
2198-9885,Evolutionary Psychological Science,10.1007/s40806-020-00272-8,2021,1,537,"PSYCHOLOGY, MULTIDISCIPLINARY"
0141-0423,Journal of Research in Reading,10.1111/1467-9817.12349,2021,4,406,"PSYCHOLOGY, EDUCATIONAL"
0009-3920,Child Development,10.1111/cdev.13488,2021,11,79,"PSYCHOLOGY, DEVELOPMENTAL"
0048-5772,Psychophysiology,10.1111/psyp.13761,2021,6,180,PSYCHOLOGY
2397-0022,German Journal of Human Resource Management: Zeitschrift für Personalforschung,10.1177/2397002216676049,2017,0,126,"PSYCHOLOGY, APPLIED"
2050-2974,Journal of Eating Disorders,10.1186/s40337-020-00354-9,2021,12,108,"PSYCHOLOGY, CLINICAL"
2050-2974,Journal of Eating Disorders,10.1186/s40337-020-00355-8,2021,7,108,"PSYCHOLOGY, CLINICAL"
2050-2974,Journal of Eating Disorders,10.1186/s40337-020-00358-5,2021,16,108,"PSYCHOLOGY, CLINICAL"
2050-2974,Journal of Eating Disorders,10.1186/s40337-020-00359-4,2021,13,108,"PSYCHOLOGY, CLINICAL"
2050-7283,BMC Psychology,10.1186/s40359-020-00507-0,2021,8,208,"PSYCHOLOGY, MULTIDISCIPLINARY"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.616169,2021,52,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1091-4269,Depression and Anxiety,10.1002/da.23046,2021,0,50,PSYCHOLOGY
0012-1630,Developmental Psychobiology,10.1002/dev.22082,2021,3,425,PSYCHOLOGY
0033-2917,Psychological Medicine,10.1017/s0033291720004869,2022,4,26,PSYCHOLOGY
0887-0446,Psychology &amp; Health,10.1080/08870446.2020.1869741,2022,22,276,"PSYCHOLOGY, MULTIDISCIPLINARY"
1053-8712,Journal of Child Sexual Abuse,10.1080/10538712.2020.1869878,2021,15,535,"PSYCHOLOGY, CLINICAL"
1359-107X,British Journal of Health Psychology,10.1111/bjhp.12501,2021,16,104,"PSYCHOLOGY, CLINICAL"
0014-7370,Family Process,10.1111/famp.12623,2021,5,226,"PSYCHOLOGY, CLINICAL"
2050-2974,Journal of Eating Disorders,10.1186/s40337-020-00357-6,2021,15,108,"PSYCHOLOGY, CLINICAL"
2050-2974,Journal of Eating Disorders,10.1186/s40337-020-00360-x,2021,5,108,"PSYCHOLOGY, CLINICAL"
2050-7283,BMC Psychology,10.1186/s40359-020-00508-z,2021,58,208,"PSYCHOLOGY, MULTIDISCIPLINARY"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.553449,2021,4,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
1664-1078,Frontiers in Psychology,10.3389/fpsyg.2020.633265,2021,62,228,"PSYCHOLOGY, MULTIDISCIPLINARY"
2730-7166,Research on Child and Adolescent Psychopathology,10.1007/s10802-020-00724-6,2021,24,181,"PSYCHOLOGY, CLINICAL"
1046-1310,Current Psychology,10.1007/s12144-020-01223-z,2022,3,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01225-x,2022,0,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01226-w,2022,20,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01233-x,2022,0,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01239-5,2022,2,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1046-1310,Current Psychology,10.1007/s12144-020-01240-y,2022,0,250,"PSYCHOLOGY, MULTIDISCIPLINARY"
1868-8527,Mindfulness,10.1007/s12671-020-01584-3,2021,13,156,"PSYCHOLOGY, CLINICAL"
0009-3920,Child Development,10.1111/cdev.13494,2021,9,79,"PSYCHOLOGY, DEVELOPMENTAL"
0021-9630,Journal of Child Psychology and Psychiatry,10.1111/jcpp.13320,2021,4,19,PSYCHOLOGY
2050-2974,Journal of Eating Disorders,10.1186/s40337-020-00361-w,2021,5,108,"PSYCHOLOGY, CLINICAL"
1557-1874,International Journal of Mental Health and Addiction,10.1007/s11469-020-00428-4,2022,32,131,"PSYCHOLOGY, CLINICAL"
0033-2933,The Psychological Record,10.1007/s40732-020-00453-8,2021,3,629,"PSYCHOLOGY, MULTIDISCIPLINARY"
2198-9885,Evolutionary Psychological Science,10.1007/s40806-020-00271-9,2021,1,537,"PSYCHOLOGY, MULTIDISCIPLINARY"
0268-1064,Mind &amp; Language,10.1111/mila.12351,2022,0,436,"PSYCHOLOGY, EXPERIMENTAL"
0036-5564,Scandinavian Journal of Psychology,10.1111/sjop.12691,2021,8,372,"PSYCHOLOGY, MULTIDISCIPLINARY"
0018-716X,Human Development,10.1159/000512192,2020,3,60,"PSYCHOLOGY, DEVELOPMENTAL"
2050-7283,BMC Psychology,10.1186/s40359-020-00498-y,2021,15,208,"PSYCHOLOGY, MULTIDISCIPLINARY"
2050-7283,BMC Psychology,10.1186/s40359-020-00505-2,2021,4,208,"PSYCHOLOGY, MULTIDISCIPLINARY"
